"","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"2298","Mens Shorts","Columbia Men's Fast Trek Fleece Vest","Aguirre","







  
    Columbia Men Fleece Vest Fast Trek:  buono  il capo,  un  po'  meno  la  cerniera.Smanicato  in  pile a  collo  alto,  da  mezza  stagione,  vestibilità  regular,  disegnato  come  capo  esterno, molto  morbido e  discreto,  utilizzabile  anche  come  gilet  da  mettere sotto il  giaccone.Due  ampie  tasche  frontali e  una  Napoleon sul  petto  per  lo  smartphone,  tutte  con  zip;  low  in  lavatrice  e  asciugatura  naturaleMolto  scomoda  la  chiusura;  premesso  che  sono  già  abituato  alle cerniere  all'americana,  con  aggancio  sulla  sinistra,  ma  questa  è  proprio  cervellotica  e  ci  vuole  un  attimo  per  indovinare  la  manovra.Buono  il  prezzo (scontato),  secondo  me  derivante  dal fatto  che  è  un  fine  serie  (infatti  mi  pare  che  sia  in  esaurimento  anche sul  sito  della  Columbia).Eccellente,  al  solito,  la  Prime  con  domiciliazione, se  volete,  sul  Locker.
  
  
","Verified Purchase","Reviewed in Italy on 27 November 2020","4.0 out of 5 stars"
"2299","Mens Shorts","Columbia Men's Fast Trek Fleece Vest","riquet","







  
    Bonne taille agréable à porter
  
  
","Verified Purchase","Reviewed in France on 24 July 2023","4.0 out of 5 stars"
"2300","Mens Shorts","Columbia Men's Fast Trek Fleece Vest","Ken C.","







  
  
    I like it. I bought the size L for a snug fit (44 inch chest) over a polo-shirt  when bike riding in the morning or evening chill. It's great for the task. Flexible and snug but not too tight. The thing is I would like to buy a size XL too for other occasions but I notice the price of the XL at this review date in early June 2022 is £40.63 when all the other sizes, even the XXL, are priced around the £28 mark. There can surely be no justification for ""discounting"" (hmmn..) all sizes except one  ..perhaps the size that sells the most?  Needless to say I won't be buying an XL unless the discrepancy disappears. Otherwise though a great feeling, soft & flexible product that I recommend.
  
","Verified Purchase","Reviewed in the United Kingdom on 2 June 2022","4.0 out of 5 stars"
"2301","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Celik","







  
  
    High quality product.
  
","Verified Purchase","Reviewed in the Netherlands on 2 October 2022","4.3 out of 5 stars"
"2302","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","giacomo","







  
    Ottimo prodotto, tiene veramente caldo. Leggermente lungo, ma con gli elastici è possibile stringere la vita e fare un risvoltino. Veste grande, io sono alto 1,88m x 90kg e va bene la taglia L.
  
  
","Verified Purchase","Reviewed in Italy on 29 December 2023","5.0 out of 5 stars"
"2303","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Cliente Amazon","







  
    Muy ligero y calienta bien
  
  
","Verified Purchase","Reviewed in Spain on 4 December 2023","5.0 out of 5 stars"
"2304","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","DRNAA","







  
  
    Very light but give me enough warm in Breezy days. Fit perfectly no gimmick of the quality of Colombia products. Reasonable price and definitely recommend it.
  
","Verified Purchase","Reviewed in the United Kingdom on 10 August 2023","5.0 out of 5 stars"
"2305","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","DK","







  
  
    I really like the look on this vest. It is great for fall/early winter. I sized up a bit (L instead of M) and it still provides a great fit.
  
","Verified Purchase","Reviewed in the United States on 28 December 2023","5.0 out of 5 stars"
"2306","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Reviewer Rick","







  
  
    I sent this back as it was toooooo o big for me. I would say it fits slightly bigger than you expect, which you want as you may want to wear a jumper under it but I went a full size up and it was a tent on me.It's actually quite long too which I am not sure I liked. There is some sort of lining in this too which means it basically reflects your body heat back at you and helps to retain it, you are your own heating. It's a good idea but I would think that unless it is many minus degrees this would be complete overkill in most of the UK. Best for very cold temps.Overall though from what I saw of it the quality seems decent and the design is fine except for the general sizing weirdness
  
","Verified Purchase","Reviewed in the United Kingdom on 20 October 2021","5.0 out of 5 stars"
"2307","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Roberto","







  
  
    I am a big fan of Columbia vests. They are lightweight and I don't even feel like I'm wearing them, even in the cold season. I really like them and the price I paid on Black Friday was amazing. Please keep the prices low so that I can purchase more.
  
","Verified Purchase","Reviewed in the United States on 4 December 2023","4.0 out of 5 stars"
"2308","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Alessandro S.","







  
    Ottimo prodotto, caldo grazie al suo rivestimento interno. Forse un po lungo, taglie comode.
  
  
","Verified Purchase","Reviewed in Italy on 26 February 2023","5.0 out of 5 stars"
"2309","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Juanma ","







  
    Mido 1,85 y peso 82 kilos . No tengo barriga. Pedí la talla L. Me queda bien pero creo que una talla menos me quedaría mejor. Más ceñida al cuerpo. La talla L para mi gusto queda un poquito larga y un poquito ancha. Pero con una sudadera debajo queda bien.
  
  
","Verified Purchase","Reviewed in Spain on 8 November 2023","5.0 out of 5 stars"
"2310","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Red Mak","







  
    Gilet con ottimi materiali, soprattutto la fodera interna con materiale che mantiene il calore.Un po’ troppo lungo, finisce sotto la vita è se hai cose in tasca resta scomodo
  
  
","Verified Purchase","Reviewed in Italy on 8 May 2023","5.0 out of 5 stars"
"2311","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Justin","







  
  
    Overall this is a decent padded vest - it stays warm in cooler temps and is fairly lightweight. The odd issue is that it's very long for a men's vest. I wear a Large, and I'm 6 feet tall but this vest goes past my butt and ends at my upper thighs. I double checked to see if I got a Tall version by mistake but the size is just a standard L, so it's the design of the garment that is about four inches longer than comparable vests for men.
  
","Verified Purchase","Reviewed in the United States on 16 January 2024","4.3 out of 5 stars"
"2312","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","carl","







  
  
    Nice looking gilet, sizing is fitted so choose your size bearing in mind it will an outside layer. Really warm with huge zipped outside pockets, inside pockets also large. Light weight and costed roughly half what other sports retailers were Great value.
  
","Verified Purchase","Reviewed in the United Kingdom on 12 January 2022","3.0 out of 5 stars"
"2313","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","CMDR.Becker","







  
  
    Awesome vest, very warm and light to wear. Got a good price for it!
  
","Verified Purchase","Reviewed in the United States on 10 April 2023","5.0 out of 5 stars"
"2314","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Rohan","







  
  
    Really chuffed with this - the shiny/reflective inside material really seemed effective, feeling warmer than you'd think for the thickness. Not sure I'd want to do any physical activity in it for the same reason (would imagine overheating), but great for general use.For size ref, I'm 5'10"", fit-ish 13 stone (not fat), and got a large. It was great for going over a few layers/hoodie, but would be too big if just going over one or two thin layers. Would get a medium for that. It's also quite long in the body.
  
","Verified Purchase","Reviewed in the United Kingdom on 21 March 2022","5.0 out of 5 stars"
"2315","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Sebastian B.","







  
    Habe den Artikel aufgrund einer Empfehlung im Freundeskreis bestellt. Was soll ich sagen. Beste Weste für mich. Sehr leicht und die Omni Heat Technologie von Columbia ist top. Obwohl beim Tragen aussen alles kühl ist, fühlt man sich beim Tragen schön gewärmt. Aber ab -5 Grad sollte man sich mehr drunterziehen oder auf eine Jacke wechseln ;-)  ansonsten 5 Sterne.
  
  
","Verified Purchase","Reviewed in Germany on 23 December 2021","5.0 out of 5 stars"
"2316","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Michael r.","







  
  
    This is a great quality body warmer from columbia. It is a little on the big side but . If you want to wear it with just a t shirt underneath I recommend ordering a size below.
  
","Verified Purchase","Reviewed in the United Kingdom on 19 August 2023","5.0 out of 5 stars"
"2317","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Pickleballer","







  
  
    I originally ordered the Columbia Voodo 590 vest in large. Read all the reviews. Knew there was an issue with the vest running large. I'm 6'2'' and 198 lbs. Lean, no paunch. The large was too big. There were gaps at the shoulders and under the arms. A vest has to be reasonably snug or there's no point in wearing it. Had tried the Columbia Powder Lite in a couple of stores but they only had camo. Ordered it in large, black. Fits perfectly; warm. Runs a little long but that's fine. Seems to be as warm as the Voodo and cheaper.
  
","Verified Purchase","Reviewed in the United States on 8 December 2021","5.0 out of 5 stars"
"2318","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","I. Saban","







  
  
    Not a lot to write about.Plain and boring design, doesn't look unique or special.I've returned it immediately after trying it on.There are much better looking other there.A slim fit would have made a big difference
  
","Verified Purchase","Reviewed in the United Kingdom on 14 October 2021","5.0 out of 5 stars"
"2319","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Ed","







  
  
    Got this for spring golf and love it. Freedom of movement is great. I take it off when I’m ready to swing a club. Have been using it all fall in this winter. Was such a better deal then some over priced brand names (it’s an insulated vest) those other brands are not worth $150.
  
","Verified Purchase","Reviewed in the United States on 15 December 2023","3.0 out of 5 stars"
"2320","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Cliente de Amazon","







  
    Muy bueno
  
  
","Verified Purchase","Reviewed in Mexico on 24 September 2023","5.0 out of 5 stars"
"2321","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Silvio","







  
    Sempre al top. Veste parecchio. Prendete una taglia in meno rispetto a quella che acquistate solitamente.
  
  
","Verified Purchase","Reviewed in Italy on 3 May 2023","4.3 out of 5 stars"
"2322","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Amazon Customer","







  
  
    very happy with the purchase. great vest.
  
","Verified Purchase","Reviewed in the United States on 19 February 2023","5.0 out of 5 stars"
"2323","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Papi","







  
    Uso normalmente la talla L en todas las marcas y con Columbia me toca la M. En este modelo de chaqueta la L se queda muy larga de mangas y anchísima y la M se ajusta más de mangas y pecho pero en cintura pasa a ser estrecha. Un desastre. Columbia tiene un lío entre modelos de chaquetas y otras prendas que hace que siempre tengas que probar porque no hay dos tallas que queden igual de bien. Por lo demás, es una chaqueta bastante fina a poner o debajo de otra (por eso se llama ""down"") o a usar con poco frío.
  
  
","Verified Purchase","Reviewed in Spain on 15 February 2024","5.0 out of 5 stars"
"2324","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Dostreus","







  
    Chaleur okMais un peu rigide et taille grand
  
  
","Verified Purchase","Reviewed in France on 18 January 2024","3.0 out of 5 stars"
"2325","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Fisherman","







  
  
    Very warm and comfy
  
","Verified Purchase","Reviewed in the United Kingdom on 28 January 2022","5.0 out of 5 stars"
"2326","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","donna mclaughlin","







  
  
    It was a gift for my grandson it fit him great and he loved it. Thank you!
  
","Verified Purchase","Reviewed in the United States on 11 January 2023","5.0 out of 5 stars"
"2327","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Scott Williams","







  
  
    Really happy with the price and quality of this product.
  
","Verified Purchase","Reviewed in the United Kingdom on 28 October 2021","5.0 out of 5 stars"
"2328","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Maurizio","







  
    Comodo ed elegante; il marchio è una garanzia e si nota dalla qualità delle cuciture. Io che indosso XL ho dovuto tuttavia prendere una L perché veste molto ampio.
  
  
","Verified Purchase","Reviewed in Italy on 1 August 2022","5.0 out of 5 stars"
"2329","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Ted","







  
    Veste légère et bien chaudePeu encombrant
  
  
","Verified Purchase","Reviewed in France on 18 February 2024","4.0 out of 5 stars"
"2330","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","VB_8","







  
    Interno e troppo argentato
  
  
","Verified Purchase","Reviewed in Italy on 10 February 2024","5.0 out of 5 stars"
"2331","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Dam","







  
    Chaud et efficace
  
  
","Verified Purchase","Reviewed in France on 1 February 2024","4.3 out of 5 stars"
"2332","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","BEA","







  
    Es grande la talla
  
  
","Verified Purchase","Reviewed in Spain on 28 November 2023","5.0 out of 5 stars"
"2333","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","carlos imbrosio filho","







  
    O produto aquece bem a área do dorso entretanto veste meio largo no abdômen e causa um visual esquisito.
  
  
","Verified Purchase","Reviewed in Spain on 11 November 2023","4.0 out of 5 stars"
"2334","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Mireli de oliveira","







  
    El producto es lo que buscaba corresponde con las fotos. Muy contenta.
  
  
","Verified Purchase","Reviewed in Spain on 19 May 2023","4.0 out of 5 stars"
"2335","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","enrico","







  
    Buon prodotto. Ottimo rapporto qualità prezzo. Fa il suo dovere. Lo uso per correre, giocare a tennis e gravel.
  
  
","Verified Purchase","Reviewed in Italy on 22 April 2023","4.0 out of 5 stars"
"2336","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Markus Scheiber","







  
    Large war wie xl..Rücksendung bei diesem Produkt sehr kompliziert.. Mann muss über gls einen abholtermin buchen oder eine gls abgabestation..Keine gute Lösung von Amazon
  
  
","Verified Purchase","Reviewed in Germany on 11 February 2023","4.0 out of 5 stars"
"2337","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","MALICH M.","







  
    Doudoune sans manche plutôt pour le printemps.Un peu léger pour l'hiver.Sinon qualité.Attention taille grand, j'ai pris du L alors que je mesure 1.89m
  
  
","Verified Purchase","Reviewed in France on 12 December 2022","4.0 out of 5 stars"
"2338","Mens Shorts","Columbia Men's Powder Lite Vest, Black, Large","Francesco Cavallaro","







  
    Veste leggermente largo ed è difficile da usare sotto uno shield. Ma se usato in mezza stagione sopra un pile è ottimo
  
  
","Verified Purchase","Reviewed in Italy on 23 July 2023","4.0 out of 5 stars"
